days, cars_request, car1, car2, car3, car4, cars_rented, cars_idle, cars_no_rent, costs_rents, costs_idle, costs_no_rent
1, 2, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
2, 2, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
3, 4, 1, 2, 2, 4, 4, 0, 1, 1400, 0, 200
4, 2, 1, 1, 1, 3, 4, 0, 1, 1400, 0, 200
5, 0, 0, 0, 0, 2, 1, 3, 0, 350, 150, 0
6, 3, 1, 2, 3, 1, 4, 0, 0, 1400, 0, 0
7, 4, 2, 1, 2, 2, 4, 0, 2, 1400, 0, 400
8, 4, 1, 3, 1, 1, 4, 0, 3, 1400, 0, 600
9, 2, 2, 2, 4, 0, 3, 1, 0, 1050, 50, 0
10, 2, 1, 1, 3, 3, 4, 0, 1, 1400, 0, 200
11, 4, 2, 2, 2, 2, 4, 0, 2, 1400, 0, 400
12, 4, 1, 1, 1, 1, 4, 0, 4, 1400, 0, 800
13, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
14, 4, 2, 1, 3, 2, 4, 0, 0, 1400, 0, 0
15, 4, 1, 2, 2, 1, 4, 0, 3, 1400, 0, 600
16, 3, 2, 1, 1, 2, 4, 0, 1, 1400, 0, 200
17, 4, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
18, 3, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
19, 3, 2, 3, 1, 0, 3, 1, 0, 1050, 50, 0
20, 3, 1, 2, 1, 3, 4, 0, 1, 1400, 0, 200
21, 3, 4, 1, 3, 2, 4, 0, 1, 1400, 0, 200
22, 3, 3, 1, 2, 1, 4, 0, 2, 1400, 0, 400
23, 3, 2, 3, 1, 3, 4, 0, 1, 1400, 0, 200
24, 3, 1, 2, 1, 2, 4, 0, 2, 1400, 0, 400
25, 2, 3, 1, 1, 1, 4, 0, 0, 1400, 0, 0
26, 2, 2, 1, 1, 0, 3, 1, 0, 1050, 50, 0
27, 3, 1, 2, 4, 1, 4, 0, 0, 1400, 0, 0
28, 4, 2, 1, 3, 2, 4, 0, 2, 1400, 0, 400
29, 1, 1, 3, 2, 1, 4, 0, 0, 1400, 0, 0
30, 3, 3, 2, 1, 2, 4, 0, 1, 1400, 0, 200
31, 1, 2, 1, 1, 1, 4, 0, 0, 1400, 0, 0
32, 3, 1, 2, 2, 1, 4, 0, 0, 1400, 0, 0
33, 2, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
34, 1, 1, 0, 0, 0, 1, 3, 0, 350, 150, 0
35, 2, 2, 2, 0, 0, 2, 2, 0, 700, 100, 0
36, 3, 1, 1, 3, 1, 4, 0, 1, 1400, 0, 200
37, 2, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
38, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
39, 4, 3, 1, 3, 1, 4, 0, 0, 1400, 0, 0
40, 2, 2, 2, 2, 4, 4, 0, 0, 1400, 0, 0
41, 2, 1, 1, 1, 3, 4, 0, 2, 1400, 0, 400
42, 4, 2, 1, 1, 2, 4, 0, 1, 1400, 0, 200
43, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
44, 1, 1, 0, 0, 0, 1, 3, 0, 350, 150, 0
45, 3, 3, 1, 4, 0, 3, 1, 0, 1050, 50, 0
46, 3, 2, 1, 3, 3, 4, 0, 1, 1400, 0, 200
47, 0, 1, 0, 2, 2, 3, 1, 0, 1050, 50, 0
48, 4, 1, 3, 1, 1, 4, 0, 2, 1400, 0, 400
49, 4, 2, 2, 2, 3, 4, 0, 1, 1400, 0, 200
50, 3, 1, 1, 1, 2, 4, 0, 3, 1400, 0, 600
51, 2, 2, 1, 0, 1, 3, 1, 0, 1050, 50, 0
52, 3, 1, 2, 1, 1, 4, 0, 0, 1400, 0, 0
53, 2, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
54, 3, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
55, 4, 2, 1, 1, 2, 4, 0, 1, 1400, 0, 200
56, 2, 1, 3, 1, 1, 4, 0, 0, 1400, 0, 0
57, 4, 4, 2, 1, 1, 4, 0, 1, 1400, 0, 200
58, 3, 3, 1, 1, 2, 4, 0, 1, 1400, 0, 200
59, 3, 2, 1, 2, 1, 4, 0, 1, 1400, 0, 200
60, 2, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
61, 2, 1, 2, 0, 0, 2, 2, 0, 700, 100, 0
62, 4, 3, 1, 1, 2, 4, 0, 1, 1400, 0, 200
63, 0, 2, 0, 0, 1, 2, 2, 0, 700, 100, 0
64, 4, 1, 1, 2, 2, 4, 0, 1, 1400, 0, 200
65, 1, 2, 0, 1, 1, 3, 1, 0, 1050, 50, 0
66, 2, 1, 1, 4, 0, 3, 1, 0, 1050, 50, 0
67, 4, 2, 4, 3, 1, 4, 0, 1, 1400, 0, 200
68, 4, 1, 3, 2, 2, 4, 0, 3, 1400, 0, 600
69, 1, 2, 2, 1, 1, 4, 0, 0, 1400, 0, 0
70, 0, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
71, 3, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
72, 3, 1, 3, 1, 1, 4, 0, 0, 1400, 0, 0
73, 4, 1, 2, 2, 2, 4, 0, 1, 1400, 0, 200
74, 2, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
75, 3, 3, 1, 3, 0, 3, 1, 0, 1050, 50, 0
76, 4, 2, 2, 2, 2, 4, 0, 2, 1400, 0, 400
77, 4, 1, 1, 1, 1, 4, 0, 4, 1400, 0, 800
78, 3, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
79, 4, 2, 1, 1, 2, 4, 0, 1, 1400, 0, 200
80, 3, 1, 2, 2, 1, 4, 0, 1, 1400, 0, 200
81, 2, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
82, 1, 1, 2, 0, 1, 3, 1, 0, 1050, 50, 0
83, 0, 0, 1, 0, 0, 1, 3, 0, 350, 150, 0
84, 1, 1, 0, 0, 0, 1, 3, 0, 350, 150, 0
85, 3, 4, 1, 1, 0, 3, 1, 0, 1050, 50, 0
86, 3, 3, 2, 1, 3, 4, 0, 0, 1400, 0, 0
87, 4, 2, 1, 1, 2, 4, 0, 3, 1400, 0, 600
88, 2, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
89, 2, 1, 2, 1, 0, 3, 1, 0, 1050, 50, 0
90, 4, 4, 1, 2, 1, 4, 0, 1, 1400, 0, 200
91, 2, 3, 3, 1, 2, 4, 0, 0, 1400, 0, 0
92, 2, 2, 2, 1, 1, 4, 0, 1, 1400, 0, 200
93, 2, 1, 1, 2, 2, 4, 0, 0, 1400, 0, 0
94, 0, 0, 0, 1, 1, 2, 2, 0, 700, 100, 0
95, 3, 2, 1, 1, 0, 3, 1, 0, 1050, 50, 0
96, 3, 1, 4, 2, 2, 4, 0, 0, 1400, 0, 0
97, 3, 1, 3, 1, 1, 4, 0, 2, 1400, 0, 400
98, 4, 4, 2, 1, 1, 4, 0, 1, 1400, 0, 200
99, 4, 3, 1, 1, 1, 4, 0, 2, 1400, 0, 400
100, 4, 2, 2, 3, 1, 4, 0, 1, 1400, 0, 200
101, 3, 1, 1, 2, 2, 4, 0, 2, 1400, 0, 400
102, 2, 2, 4, 1, 1, 4, 0, 0, 1400, 0, 0
103, 3, 1, 3, 1, 2, 4, 0, 1, 1400, 0, 200
104, 2, 3, 2, 3, 1, 4, 0, 0, 1400, 0, 0
105, 2, 2, 1, 2, 3, 4, 0, 1, 1400, 0, 200
106, 1, 1, 1, 1, 2, 4, 0, 0, 1400, 0, 0
107, 4, 2, 3, 4, 1, 4, 0, 1, 1400, 0, 200
108, 4, 1, 2, 3, 1, 4, 0, 3, 1400, 0, 600
109, 3, 3, 1, 2, 3, 4, 0, 1, 1400, 0, 200
110, 1, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
111, 4, 1, 3, 1, 1, 4, 0, 2, 1400, 0, 400
112, 0, 0, 2, 0, 0, 1, 3, 0, 350, 150, 0
113, 1, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
114, 3, 1, 1, 1, 3, 4, 0, 0, 1400, 0, 0
115, 3, 2, 3, 1, 2, 4, 0, 0, 1400, 0, 0
116, 3, 1, 2, 2, 1, 4, 0, 2, 1400, 0, 400
117, 1, 2, 1, 1, 0, 3, 1, 0, 1050, 50, 0
118, 3, 1, 3, 1, 1, 4, 0, 0, 1400, 0, 0
119, 4, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
120, 3, 2, 1, 2, 1, 4, 0, 0, 1400, 0, 0
121, 4, 1, 1, 1, 3, 4, 0, 2, 1400, 0, 400
122, 3, 2, 3, 3, 2, 4, 0, 0, 1400, 0, 0
123, 4, 1, 2, 2, 1, 4, 0, 4, 1400, 0, 800
124, 0, 0, 1, 1, 0, 2, 2, 0, 700, 100, 0
125, 3, 3, 1, 2, 0, 3, 1, 0, 1050, 50, 0
126, 2, 2, 2, 1, 2, 4, 0, 0, 1400, 0, 0
127, 4, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
128, 4, 1, 1, 3, 2, 4, 0, 0, 1400, 0, 0
129, 1, 2, 0, 2, 1, 3, 1, 0, 1050, 50, 0
130, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
131, 2, 4, 3, 0, 0, 2, 2, 0, 700, 100, 0
132, 1, 3, 2, 2, 0, 3, 1, 0, 1050, 50, 0
133, 0, 2, 1, 1, 0, 3, 1, 0, 1050, 50, 0
134, 3, 1, 3, 1, 3, 4, 0, 0, 1400, 0, 0
135, 1, 2, 2, 0, 2, 3, 1, 0, 1050, 50, 0
136, 3, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
137, 4, 1, 1, 1, 3, 4, 0, 0, 1400, 0, 0
138, 4, 2, 2, 3, 2, 4, 0, 1, 1400, 0, 200
139, 3, 1, 1, 2, 1, 4, 0, 3, 1400, 0, 600
140, 0, 0, 0, 1, 0, 1, 3, 0, 350, 150, 0
141, 2, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
142, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
143, 3, 1, 2, 4, 0, 3, 1, 0, 1050, 50, 0
144, 3, 1, 1, 3, 1, 4, 0, 1, 1400, 0, 200
145, 4, 2, 1, 2, 2, 4, 0, 1, 1400, 0, 200
146, 4, 1, 4, 1, 1, 4, 0, 3, 1400, 0, 600
147, 4, 4, 3, 2, 1, 4, 0, 1, 1400, 0, 200
148, 2, 3, 2, 1, 1, 4, 0, 1, 1400, 0, 200
149, 4, 2, 1, 1, 2, 4, 0, 2, 1400, 0, 400
150, 4, 1, 1, 4, 1, 4, 0, 2, 1400, 0, 400
151, 3, 3, 2, 3, 2, 4, 0, 0, 1400, 0, 0
152, 4, 2, 1, 2, 1, 4, 0, 4, 1400, 0, 800
153, 3, 1, 2, 1, 2, 4, 0, 1, 1400, 0, 200
154, 2, 3, 1, 2, 1, 4, 0, 0, 1400, 0, 0
155, 3, 2, 3, 1, 2, 4, 0, 1, 1400, 0, 200
156, 0, 1, 2, 0, 1, 3, 1, 0, 1050, 50, 0
157, 2, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
158, 3, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
159, 4, 1, 2, 2, 1, 4, 0, 1, 1400, 0, 200
160, 3, 2, 1, 1, 1, 4, 0, 1, 1400, 0, 200
161, 2, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
162, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
163, 3, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
164, 3, 1, 1, 1, 4, 4, 0, 1, 1400, 0, 200
165, 1, 3, 0, 0, 3, 2, 2, 0, 700, 100, 0
166, 4, 2, 1, 1, 2, 4, 0, 2, 1400, 0, 400
167, 4, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
168, 2, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
169, 2, 2, 2, 0, 0, 2, 2, 0, 700, 100, 0
170, 4, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
171, 0, 0, 0, 0, 1, 1, 3, 0, 350, 150, 0
172, 3, 1, 1, 4, 0, 3, 1, 0, 1050, 50, 0
173, 2, 2, 3, 3, 0, 3, 1, 0, 1050, 50, 0
174, 0, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
175, 3, 2, 1, 1, 3, 4, 0, 1, 1400, 0, 200
176, 0, 1, 0, 0, 2, 2, 2, 0, 700, 100, 0
177, 3, 4, 3, 1, 1, 4, 0, 0, 1400, 0, 0
178, 3, 3, 2, 4, 4, 4, 0, 1, 1400, 0, 200
179, 4, 2, 1, 3, 3, 4, 0, 4, 1400, 0, 800
180, 3, 1, 2, 2, 2, 4, 0, 2, 1400, 0, 400
181, 3, 2, 1, 1, 1, 4, 0, 2, 1400, 0, 400
182, 2, 1, 3, 3, 0, 3, 1, 0, 1050, 50, 0
183, 2, 3, 2, 2, 1, 4, 0, 0, 1400, 0, 0
184, 0, 2, 1, 1, 0, 3, 1, 0, 1050, 50, 0
185, 4, 1, 1, 2, 1, 4, 0, 1, 1400, 0, 200
186, 2, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
187, 3, 2, 2, 2, 0, 3, 1, 0, 1050, 50, 0
188, 0, 1, 1, 1, 0, 3, 1, 0, 1050, 50, 0
189, 2, 2, 4, 0, 0, 2, 2, 0, 700, 100, 0
190, 3, 1, 3, 2, 1, 4, 0, 1, 1400, 0, 200
191, 3, 1, 2, 1, 3, 4, 0, 1, 1400, 0, 200
192, 2, 3, 1, 1, 2, 4, 0, 0, 1400, 0, 0
193, 4, 2, 3, 1, 1, 4, 0, 2, 1400, 0, 400
194, 4, 1, 2, 3, 4, 4, 0, 2, 1400, 0, 400
195, 1, 2, 1, 2, 3, 4, 0, 0, 1400, 0, 0
196, 3, 1, 3, 1, 2, 4, 0, 2, 1400, 0, 400
197, 3, 1, 2, 3, 1, 4, 0, 1, 1400, 0, 200
198, 2, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
199, 4, 3, 1, 1, 4, 4, 0, 1, 1400, 0, 200
200, 2, 2, 2, 2, 3, 4, 0, 0, 1400, 0, 0
201, 4, 1, 1, 1, 2, 4, 0, 4, 1400, 0, 800
202, 2, 1, 2, 0, 1, 3, 1, 0, 1050, 50, 0
203, 2, 2, 1, 3, 0, 3, 1, 0, 1050, 50, 0
204, 3, 1, 4, 2, 2, 4, 0, 1, 1400, 0, 200
205, 2, 3, 3, 1, 1, 4, 0, 1, 1400, 0, 200
206, 4, 2, 2, 4, 2, 4, 0, 2, 1400, 0, 400
207, 2, 1, 1, 3, 1, 4, 0, 2, 1400, 0, 400
208, 3, 3, 1, 2, 1, 4, 0, 0, 1400, 0, 0
209, 2, 2, 3, 1, 2, 4, 0, 0, 1400, 0, 0
210, 3, 1, 2, 2, 1, 4, 0, 2, 1400, 0, 400
211, 4, 3, 1, 1, 2, 4, 0, 2, 1400, 0, 400
212, 0, 2, 0, 0, 1, 2, 2, 0, 700, 100, 0
213, 3, 1, 1, 1, 3, 4, 0, 0, 1400, 0, 0
214, 2, 3, 1, 0, 2, 3, 1, 0, 1050, 50, 0
215, 3, 2, 2, 3, 1, 4, 0, 1, 1400, 0, 200
216, 3, 1, 1, 2, 2, 4, 0, 2, 1400, 0, 400
217, 0, 0, 0, 1, 1, 2, 2, 0, 700, 100, 0
218, 3, 2, 2, 2, 0, 3, 1, 0, 1050, 50, 0
219, 4, 1, 1, 1, 4, 4, 0, 3, 1400, 0, 600
220, 1, 1, 0, 0, 3, 2, 2, 0, 700, 100, 0
221, 3, 2, 1, 2, 2, 4, 0, 0, 1400, 0, 0
222, 2, 1, 3, 1, 1, 4, 0, 1, 1400, 0, 200
223, 4, 2, 2, 1, 2, 4, 0, 1, 1400, 0, 200
224, 4, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
225, 4, 3, 3, 2, 1, 4, 0, 0, 1400, 0, 0
226, 4, 2, 2, 1, 2, 4, 0, 3, 1400, 0, 600
227, 1, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
228, 1, 2, 0, 1, 0, 2, 2, 0, 700, 100, 0
229, 4, 1, 4, 2, 1, 4, 0, 1, 1400, 0, 200
230, 3, 3, 3, 1, 2, 4, 0, 1, 1400, 0, 200
231, 4, 2, 2, 1, 1, 4, 0, 3, 1400, 0, 600
232, 4, 1, 1, 2, 4, 4, 0, 2, 1400, 0, 400
233, 3, 2, 2, 1, 3, 4, 0, 1, 1400, 0, 200
234, 3, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
235, 3, 2, 3, 4, 1, 4, 0, 0, 1400, 0, 0
236, 3, 1, 2, 3, 2, 4, 0, 2, 1400, 0, 400
237, 1, 4, 1, 2, 1, 4, 0, 0, 1400, 0, 0
238, 3, 3, 2, 1, 2, 4, 0, 1, 1400, 0, 200
239, 3, 2, 1, 3, 1, 4, 0, 2, 1400, 0, 400
240, 2, 1, 4, 2, 2, 4, 0, 0, 1400, 0, 0
241, 2, 2, 3, 1, 1, 4, 0, 1, 1400, 0, 200
242, 1, 1, 2, 1, 0, 3, 1, 0, 1050, 50, 0
243, 4, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
244, 2, 1, 2, 0, 0, 2, 2, 0, 700, 100, 0
245, 2, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
246, 3, 1, 1, 1, 1, 4, 0, 1, 1400, 0, 200
247, 2, 2, 1, 0, 0, 2, 2, 0, 700, 100, 0
248, 4, 1, 2, 1, 1, 4, 0, 1, 1400, 0, 200
249, 3, 3, 1, 3, 1, 4, 0, 0, 1400, 0, 0
250, 2, 2, 4, 2, 1, 4, 0, 0, 1400, 0, 0
251, 3, 1, 3, 1, 1, 4, 0, 2, 1400, 0, 400
252, 4, 2, 2, 2, 1, 4, 0, 1, 1400, 0, 200
253, 3, 1, 1, 1, 2, 4, 0, 2, 1400, 0, 400
254, 2, 1, 2, 0, 1, 3, 1, 0, 1050, 50, 0
255, 2, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
256, 2, 3, 1, 1, 0, 3, 1, 0, 1050, 50, 0
257, 1, 2, 3, 0, 0, 2, 2, 0, 700, 100, 0
258, 2, 1, 2, 2, 3, 4, 0, 0, 1400, 0, 0
259, 2, 4, 1, 1, 2, 4, 0, 1, 1400, 0, 200
260, 1, 3, 1, 0, 1, 3, 1, 0, 1050, 50, 0
261, 4, 2, 1, 1, 4, 4, 0, 1, 1400, 0, 200
262, 3, 1, 1, 2, 3, 4, 0, 1, 1400, 0, 200
263, 4, 1, 3, 1, 2, 4, 0, 2, 1400, 0, 400
264, 4, 2, 2, 3, 1, 4, 0, 2, 1400, 0, 400
265, 4, 1, 1, 2, 2, 4, 0, 3, 1400, 0, 600
266, 3, 3, 2, 1, 1, 4, 0, 1, 1400, 0, 200
267, 4, 2, 1, 2, 2, 4, 0, 2, 1400, 0, 400
268, 0, 1, 0, 1, 1, 3, 1, 0, 1050, 50, 0
269, 2, 3, 3, 0, 0, 2, 2, 0, 700, 100, 0
270, 3, 2, 2, 1, 1, 4, 0, 1, 1400, 0, 200
271, 3, 1, 1, 1, 4, 4, 0, 1, 1400, 0, 200
272, 3, 1, 1, 4, 3, 4, 0, 0, 1400, 0, 0
273, 3, 2, 1, 3, 2, 4, 0, 1, 1400, 0, 200
274, 1, 1, 1, 2, 1, 4, 0, 0, 1400, 0, 0
275, 3, 1, 2, 1, 4, 4, 0, 0, 1400, 0, 0
276, 2, 2, 1, 3, 3, 4, 0, 0, 1400, 0, 0
277, 0, 1, 0, 2, 2, 3, 1, 0, 1050, 50, 0
278, 4, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
279, 4, 2, 3, 4, 4, 4, 0, 0, 1400, 0, 0
280, 4, 1, 2, 3, 3, 4, 0, 4, 1400, 0, 800
281, 4, 4, 1, 2, 2, 4, 0, 3, 1400, 0, 600
282, 2, 3, 2, 1, 1, 4, 0, 1, 1400, 0, 200
283, 2, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
284, 4, 1, 3, 2, 1, 4, 0, 2, 1400, 0, 400
285, 3, 1, 2, 1, 4, 4, 0, 1, 1400, 0, 200
286, 2, 2, 1, 2, 3, 4, 0, 0, 1400, 0, 0
287, 3, 1, 2, 1, 2, 4, 0, 2, 1400, 0, 400
288, 4, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
289, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
290, 3, 2, 1, 2, 0, 3, 1, 0, 1050, 50, 0
291, 0, 1, 0, 1, 0, 2, 2, 0, 700, 100, 0
292, 1, 3, 0, 0, 0, 1, 3, 0, 350, 150, 0
293, 2, 2, 3, 2, 0, 3, 1, 0, 1050, 50, 0
294, 3, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
295, 4, 4, 1, 2, 2, 4, 0, 1, 1400, 0, 200
296, 2, 3, 1, 1, 1, 4, 0, 1, 1400, 0, 200
297, 2, 2, 2, 3, 0, 3, 1, 0, 1050, 50, 0
298, 4, 1, 1, 2, 1, 4, 0, 3, 1400, 0, 600
299, 1, 3, 0, 1, 0, 2, 2, 0, 700, 100, 0
300, 3, 2, 2, 1, 2, 4, 0, 0, 1400, 0, 0
301, 2, 1, 1, 2, 1, 4, 0, 1, 1400, 0, 200
302, 3, 4, 3, 1, 1, 4, 0, 0, 1400, 0, 0
303, 4, 3, 2, 1, 2, 4, 0, 2, 1400, 0, 400
304, 4, 2, 1, 1, 1, 4, 0, 3, 1400, 0, 600
305, 3, 1, 3, 4, 1, 4, 0, 0, 1400, 0, 0
306, 2, 2, 2, 3, 2, 4, 0, 0, 1400, 0, 0
307, 2, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
308, 1, 1, 0, 1, 0, 2, 2, 0, 700, 100, 0
309, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0
310, 2, 2, 2, 0, 0, 2, 2, 0, 700, 100, 0
311, 3, 1, 1, 2, 1, 4, 0, 1, 1400, 0, 200
312, 3, 2, 1, 1, 2, 4, 0, 0, 1400, 0, 0
313, 2, 1, 4, 1, 1, 4, 0, 0, 1400, 0, 0
314, 2, 3, 3, 4, 0, 3, 1, 0, 1050, 50, 0
315, 3, 2, 2, 3, 2, 4, 0, 2, 1400, 0, 400
316, 4, 1, 1, 2, 1, 4, 0, 4, 1400, 0, 800
317, 2, 1, 3, 1, 0, 3, 1, 0, 1050, 50, 0
318, 3, 2, 2, 1, 2, 4, 0, 0, 1400, 0, 0
319, 4, 1, 1, 1, 1, 4, 0, 3, 1400, 0, 600
320, 3, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
321, 4, 2, 2, 1, 1, 4, 0, 1, 1400, 0, 200
322, 1, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
323, 2, 3, 4, 1, 0, 3, 1, 0, 1050, 50, 0
324, 4, 2, 3, 3, 2, 4, 0, 2, 1400, 0, 400
325, 2, 1, 2, 2, 1, 4, 0, 2, 1400, 0, 400
326, 3, 3, 1, 1, 1, 4, 0, 1, 1400, 0, 200
327, 2, 2, 3, 2, 0, 3, 1, 0, 1050, 50, 0
328, 3, 1, 2, 1, 1, 4, 0, 2, 1400, 0, 400
329, 2, 2, 1, 3, 0, 3, 1, 0, 1050, 50, 0
330, 4, 1, 1, 2, 1, 4, 0, 2, 1400, 0, 400
331, 3, 2, 2, 1, 1, 4, 0, 0, 1400, 0, 0
332, 0, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
333, 3, 1, 2, 2, 0, 3, 1, 0, 1050, 50, 0
334, 4, 2, 1, 1, 1, 4, 0, 2, 1400, 0, 400
335, 3, 1, 1, 1, 1, 4, 0, 0, 1400, 0, 0
336, 3, 2, 1, 4, 0, 3, 1, 0, 1050, 50, 0
337, 4, 1, 1, 3, 3, 4, 0, 2, 1400, 0, 400
338, 3, 1, 2, 2, 2, 4, 0, 1, 1400, 0, 200
339, 2, 4, 1, 1, 1, 4, 0, 1, 1400, 0, 200
340, 0, 3, 0, 0, 0, 1, 3, 0, 350, 150, 0
341, 2, 2, 2, 2, 0, 3, 1, 0, 1050, 50, 0
342, 2, 1, 1, 1, 2, 4, 0, 1, 1400, 0, 200
343, 1, 2, 0, 0, 1, 2, 2, 0, 700, 100, 0
344, 3, 1, 1, 3, 3, 4, 0, 0, 1400, 0, 0
345, 2, 2, 3, 2, 2, 4, 0, 0, 1400, 0, 0
346, 4, 1, 2, 1, 1, 4, 0, 4, 1400, 0, 800
347, 1, 1, 1, 0, 0, 2, 2, 0, 700, 100, 0
348, 4, 4, 1, 2, 2, 4, 0, 0, 1400, 0, 0
349, 0, 3, 0, 1, 1, 3, 1, 0, 1050, 50, 0
350, 4, 2, 2, 2, 2, 4, 0, 1, 1400, 0, 200
351, 2, 1, 1, 1, 1, 4, 0, 2, 1400, 0, 400
352, 3, 3, 2, 1, 0, 3, 1, 0, 1050, 50, 0
353, 3, 2, 1, 3, 1, 4, 0, 1, 1400, 0, 200
354, 1, 1, 1, 2, 0, 3, 1, 0, 1050, 50, 0
355, 2, 4, 2, 1, 0, 3, 1, 0, 1050, 50, 0
356, 2, 3, 1, 2, 2, 4, 0, 0, 1400, 0, 0
357, 3, 2, 2, 1, 1, 4, 0, 2, 1400, 0, 400
358, 4, 1, 1, 4, 4, 4, 0, 2, 1400, 0, 400
359, 2, 2, 3, 3, 3, 4, 0, 0, 1400, 0, 0
360, 3, 1, 2, 2, 2, 4, 0, 3, 1400, 0, 600
361, 3, 2, 1, 1, 1, 4, 0, 2, 1400, 0, 400
362, 4, 1, 3, 4, 2, 4, 0, 1, 1400, 0, 200
363, 4, 2, 2, 3, 1, 4, 0, 3, 1400, 0, 600
364, 3, 1, 1, 2, 2, 4, 0, 2, 1400, 0, 400
365, 4, 3, 2, 1, 1, 4, 0, 2, 1400, 0, 400
